geneid		r		left		right
ENSG00000005022		X		118602363		118605282
ENSG00000197713		2		210867289		210886300
ENSG00000229974		7		134832797		134832916
ENSG00000091128		7		107663993		107770801
ENSG00000105875		7		134868590		134896316
ENSG00000038210		4		25162263		25280714
ENSG00000023318		9		102741461		102861322
ENSG00000143140		1		147228332		147245484
ENSG00000121634		1		147374946		147381393
ENSG00000188092		1		147400506		147465753
ENSG00000104679		8		23127633		23153792
ENSG00000198750		7		74807499		74867509
ENSG00000132840		5		78365540		78385289
ENSG00000261787		8		67858736		67874825
ENSG00000077157		1		202317827		202557697
ENSG00000178125		8		67876334		67968839
ENSG00000157107		5		72251808		72386349
ENSG00000018610		X		118672112		118699397
ENSG00000183111		5		148931510		149014531
ENSG00000151470		4		130014472		130034487
ENSG00000169777		5		9629109		9630463
ENSG00000136878		9		132596977		132644107
ENSG00000130222		9		92219928		92221470
ENSG00000168671		5		36035119		36071460
ENSG00000175206		1		11905766		11908402
ENSG00000118407		6		76005626		76203496
ENSG00000120937		1		11917521		11918988
ENSG00000221829		9		35073832		35080013
ENSG00000234284		5		178450753		178462065
ENSG00000144445		2		210886147		211036107
ENSG00000150756		5		10226442		10250009
ENSG00000170265		7		148892577		148923339
ENSG00000050393		6		13791020		13814800
ENSG00000233863		8		35649365		35653384
ENSG00000215262		8		36641842		36793646
ENSG00000145050		3		51422478		51426828
ENSG00000150753		5		10250033		10266524
ENSG00000119509		9		102861538		103063282
ENSG00000196814		9		129089128		129269320
ENSG00000163762		3		149036285		149052201
ENSG00000163607		3		112709765		112733907
ENSG00000203836		1		147574428		147624601
ENSG00000188352		9		20658308		20995954
ENSG00000164651		7		20823906		20826505
ENSG00000112514		6		33384219		33386094
ENSG00000116685		1		11979648		11986485
ENSG00000184905		X		101380660		101382683
ENSG00000143858		1		202559724		202679545
ENSG00000204071		X		101395448		101397942
ENSG00000083444		1		11994262		12035595
ENSG00000183166		7		71244476		71912136
ENSG00000146857		7		134916731		134943244
ENSG00000147679		8		117778742		117861702
ENSG00000155026		7		5965181		6010314
ENSG00000168228		4		25314407		25372005
ENSG00000080802		7		135046547		135194875
ENSG00000269647		1		147631967		147632428
ENSG00000255963		1		147954635		147955419
ENSG00000117139		1		202696526		202778598
ENSG00000122497		1		148003642		148025863
ENSG00000268891		7		74999908		75005425
ENSG00000178809		7		75024337		75040279
ENSG00000179837		3		51428731		51435330
ENSG00000145692		5		78407602		78428108
ENSG00000145041		3		51433298		51534010
ENSG00000215319		X		9786279		9787509
ENSG00000039123		5		54603588		54721409
ENSG00000170260		7		148936742		148952700
ENSG00000165023		9		93372114		93405386
ENSG00000104517		8		103265240		103425069
ENSG00000184515		X		101408680		101411029
ENSG00000165025		9		93564069		93660831
ENSG00000185554		X		101470280		101581634
ENSG00000145423		4		154701744		154710272
ENSG00000155846		5		149109861		149234585
ENSG00000256374		1		148201752		148202536
ENSG00000232850		9		130890612		130891481
ENSG00000148346		9		130911350		130915734
ENSG00000203832		1		148250249		148347506
ENSG00000169908		3		149086809		149095652
ENSG00000164080		3		51575160		51697610
ENSG00000118007		3		136055077		136471220
ENSG00000134317		2		10085341		10142411
ENSG00000164576		5		153825517		153835891
ENSG00000180537		6		13924677		13980533
ENSG00000230326		X		9833133		9833583
ENSG00000105866		7		21467652		21554440
ENSG00000225076		X		9992882		10006694
ENSG00000227042		X		10210379		10333363
ENSG00000234129		X		10988011		11129234
ENSG00000232392		X		11352353		11354021
ENSG00000164307		5		96096521		96143803
ENSG00000184911		X		71996833		72068636
ENSG00000135316		6		86267696		86353510
ENSG00000164187		5		36098514		36152063
ENSG00000248369		4		133356957		133368390
ENSG00000135587		6		109761966		109765122
ENSG00000196313		7		72349936		72421979
ENSG00000112701		6		76311225		76427997
ENSG00000115361		2		211052663		211090215
ENSG00000053900		4		25378835		25420120
ENSG00000077721		X		118708501		118718381
ENSG00000138650		4		134070470		134129356
ENSG00000214360		5		171621176		171630456
ENSG00000138835		9		116207011		116360018
ENSG00000105877		7		21582833		21941457
ENSG00000243452		1		148555979		148596267
ENSG00000121022		8		67955314		67996018
ENSG00000135213		7		75046066		75115548
ENSG00000184774		1		202789394		202796353
ENSG00000268923		6		31973945		31974881
ENSG00000183155		1		202848085		202858263
ENSG00000224389		6		31982539		32003195
ENSG00000116688		1		12040238		12073571
ENSG00000117153		1		202860228		202897764
ENSG00000197410		4		155155527		155412930
ENSG00000163608		3		112721287		112738708
ENSG00000204946		7		148959262		148994393
ENSG00000168152		4		83821837		83841122
ENSG00000203827		1		148739443		148758311
ENSG00000169903		3		149191761		149221068
ENSG00000159346		1		202909951		202927700
ENSG00000203817		1		149438750		149459549
ENSG00000112149		6		14117872		14137149
ENSG00000198161		1		149553003		149553787
ENSG00000203815		1		149675978		149676609
ENSG00000196453		7		149128454		149158214
ENSG00000150337		1		149754227		149764074
ENSG00000155428		7		72430016		72439997
ENSG00000134013		8		23154702		23282841
ENSG00000168530		2		211154874		211179914
ENSG00000168246		5		171636644		171711075
ENSG00000174353		7		72440227		72476445
ENSG00000018408		3		149235022		149454501
ENSG00000159348		1		202930997		202936408
ENSG00000203814		1		149754245		149783928
ENSG00000174705		5		171752185		171881527
ENSG00000183598		1		149784826		149785236
ENSG00000183941		1		149804221		149811339
ENSG00000203811		1		149811110		149812765
ENSG00000183558		1		149813505		149814478
ENSG00000203812		1		149822643		149823191
ENSG00000135596		6		109765265		109787171
ENSG00000203852		1		149824181		149825836
ENSG00000115365		2		211295973		211342376
ENSG00000182217		1		149825607		149832714
ENSG00000164081		3		51696709		51738339
ENSG00000165282		9		35088685		35096591
ENSG00000181220		7		149169885		149194908
ENSG00000184678		1		149856010		149858232
ENSG00000159123		X		72091859		72163653
ENSG00000184260		1		149858525		149858961
ENSG00000184270		1		149859019		149859466
ENSG00000178096		1		149859440		149872351
ENSG00000113196		5		153854532		153857824
ENSG00000203933		X		139037884		139047679
ENSG00000155506		5		154092462		154197167
ENSG00000104611		8		19171128		19253729
ENSG00000159164		1		149874870		149889434
ENSG00000134595		X		139585152		139587225
ENSG00000203930		X		139791932		139854844
ENSG00000254535		4		135117488		135122903
ENSG00000268012		5		78523714		78523911
ENSG00000152409		5		78532012		78623038
ENSG00000008083		6		15246527		15522252
ENSG00000176349		7		1878222		1889567
ENSG00000177932		5		178487416		178510538
ENSG00000122687		7		2273866		2281840
ENSG00000087116		5		178537852		178772431
ENSG00000163444		1		202976514		202993976
ENSG00000189184		4		138440072		138453648
ENSG00000116691		1		12079523		12092102
ENSG00000184258		X		139865425		139866723
ENSG00000227234		X		140084756		140085871
ENSG00000175455		3		123616152		123680564
ENSG00000235604		X		140096761		140097876
ENSG00000204119		X		72158003		72158798
ENSG00000182195		X		140269934		140271310
ENSG00000198573		X		140335596		140336629
ENSG00000148090		9		93976097		94124195
ENSG00000184388		X		72223352		72225551
ENSG00000205176		8		86568695		86575726
ENSG00000223418		X		11722243		11723710
ENSG00000145604		5		36152091		36184421
ENSG00000186288		X		72297115		72299351
ENSG00000223524		8		86747543		86749570
ENSG00000255940		8		86756718		86758745
ENSG00000147614		8		86999552		87166457
ENSG00000078549		7		31092076		31151089
ENSG00000204118		X		72345876		72347919
ENSG00000186462		X		72432135		72434684
ENSG00000143368		1		149895209		149900236
ENSG00000170801		4		8271492		8308838
ENSG00000223487		X		12391286		12393252
ENSG00000231211		X		12413876		12414286
ENSG00000229083		X		12843959		12844952
ENSG00000230691		X		12862984		12863549
ENSG00000168785		4		99391518		99579780
ENSG00000183779		8		37553269		37557537
ENSG00000169139		8		48920960		48977268
ENSG00000143847		1		202995626		203047868
ENSG00000171566		4		155456158		155471587
ENSG00000186416		X		118722300		118739858
ENSG00000055955		3		52846991		52865495
ENSG00000014914		1		149900543		149908791
ENSG00000131264		X		72667088		72675081
ENSG00000115226		2		27714750		27718112
ENSG00000188010		2		39103103		39156213
ENSG00000164754		8		117858174		117887105
ENSG00000204116		X		72783036		72906937
ENSG00000021826		2		211342406		211543831
ENSG00000183154		8		37592279		37594944
ENSG00000147475		8		37594117		37616619
ENSG00000091129		7		107788068		108097161
ENSG00000233338		X		12920936		12926452
ENSG00000147408		8		19261672		19615540
ENSG00000261030		X		13111779		13112692
ENSG00000106268		7		2281857		2290781
ENSG00000235385		X		13284167		13321571
ENSG00000133619		7		149411872		149431664
ENSG00000147613		8		87060602		87100850
ENSG00000198021		X		140671796		140673133
ENSG00000155561		7		135242667		135333505
ENSG00000203926		X		140677562		140678899
ENSG00000164237		5		10275987		10308138
ENSG00000136944		9		129376722		129463311
ENSG00000111906		6		125596496		125623282
ENSG00000176125		7		100486346		100487339
ENSG00000267985		7		72459478		72464996
ENSG00000087085		7		100487615		100494594
ENSG00000130305		7		72716514		72722864
ENSG00000135547		6		126068810		126082415
ENSG00000132915		5		149237519		149324356
ENSG00000122180		1		203052260		203055164
ENSG00000157111		5		72416119		72427644
ENSG00000188921		9		20995306		21031635
ENSG00000187239		9		132649466		132805473
ENSG00000163485		1		203059782		203136533
ENSG00000189308		4		83831126		83934079
ENSG00000163113		1		149912231		149982625
ENSG00000228537		9		70866135		70866572
ENSG00000187559		9		70917276		70920000
ENSG00000214694		2		39117021		39202590
ENSG00000176783		5		178977559		179037027
ENSG00000154330		9		70971815		71145977
ENSG00000087008		4		8368009		8442450
ENSG00000133055		1		203136939		203144941
ENSG00000268553		5		172036245		172036436
ENSG00000214357		5		172068269		172118543
ENSG00000196406		X		140785568		140786896
ENSG00000125354		X		118749687		118827333
ENSG00000133048		1		203148059		203155877
ENSG00000114744		3		149456257		149470286
ENSG00000215046		X		101470280		101567445
ENSG00000136631		1		150039369		150117505
ENSG00000084734		2		27719709		27746554
ENSG00000127946		7		75162621		75368280
ENSG00000152413		5		78668459		78810040
ENSG00000133063		1		203181955		203242769
ENSG00000165509		X		140926102		140985618
ENSG00000231216		X		13328771		13338052
ENSG00000164893		8		87226281		87333375
ENSG00000151012		4		139085251		139163503
ENSG00000093183		3		42589461		42642572
ENSG00000169155		9		129567285		129600489
ENSG00000165030		9		94171327		94186144
ENSG00000235592		X		13346056		13347986
ENSG00000145495		5		10353815		10435491
ENSG00000104218		8		67974661		68108498
ENSG00000164325		5		72469022		72470970
ENSG00000155850		5		149340300		149373018
ENSG00000144674		3		37284668		37408242
ENSG00000187969		X		73524025		73524868
ENSG00000155926		8		134048973		134115298
ENSG00000147100		X		73641085		73753752
ENSG00000181778		9		71151496		71155783
ENSG00000159388		1		203274619		203278730
ENSG00000168917		3		136537489		136574734
ENSG00000107242		9		71320575		71624092
ENSG00000122176		1		203309753		203320617
ENSG00000171855		9		21077104		21077943
ENSG00000177047		9		21140631		21142144
ENSG00000269210		2		39186764		39187483
ENSG00000226985		X		13353360		13391753
ENSG00000115904		2		39208537		39351486
ENSG00000137080		9		21165636		21166659
ENSG00000164296		5		149372681		149380730
ENSG00000236637		9		21186617		21187598
ENSG00000158092		3		136581050		136668665
ENSG00000131263		X		73805052		73834452
ENSG00000188783		1		203444956		203460480
ENSG00000023902		1		150121373		150132260
ENSG00000120129		5		172195093		172198198
ENSG00000188770		1		203463271		203477992
ENSG00000164082		3		51741086		51752629
ENSG00000197217		8		23243296		23315208
ENSG00000214042		9		21201468		21202204
ENSG00000186803		9		21206180		21207142
ENSG00000147885		9		21216372		21217310
ENSG00000169894		7		100547187		100611118
ENSG00000234829		9		21227242		21228221
ENSG00000058668		1		203595689		203713209
ENSG00000228083		9		21239201		21239978
ENSG00000147873		9		21304613		21305312
ENSG00000198642		9		21329670		21335379
ENSG00000120949		1		12123434		12204264
ENSG00000109180		4		48807229		48863834
ENSG00000050030		X		73952684		74145320
ENSG00000197283		6		33387847		33421466
ENSG00000120235		9		21349834		21351377
ENSG00000233816		9		21367371		21368075
ENSG00000188379		9		21384254		21385396
ENSG00000113716		5		149379884		149432386
ENSG00000131269		X		74273115		74376567
ENSG00000106266		7		2291405		2393953
ENSG00000136891		9		103064359		103115221
ENSG00000157765		4		25656923		25680370
ENSG00000143401		1		150190717		150208504
ENSG00000155495		X		140991680		140997174
ENSG00000028137		1		12227060		12269285
ENSG00000214686		3		51812580		51813009
ENSG00000169071		9		94325373		94712444
ENSG00000229972		3		51851620		51864876
ENSG00000114648		3		47324407		47388306
ENSG00000206199		3		149478892		149686172
ENSG00000251493		5		72740654		72744352
ENSG00000145741		5		72794233		72801460
ENSG00000185945		X		101615316		101726732
ENSG00000048707		1		12290124		12572099
ENSG00000233438		2		27760253		27790011
ENSG00000046774		X		141290131		141293076
ENSG00000067113		5		54720682		54830878
ENSG00000164600		7		31377075		31380508
ENSG00000171159		9		130922539		130926207
ENSG00000122188		1		203734304		203745361
ENSG00000189326		X		142113704		142122488
ENSG00000118298		1		150230169		150237478
ENSG00000034239		8		49623348		49647870
ENSG00000102030		X		153194695		153200676
ENSG00000164329		5		78907943		78982471
ENSG00000058673		1		203764782		203823252
ENSG00000177125		9		129622944		129648157
ENSG00000226434		X		13395307		13421138
ENSG00000197582		X		13396854		13397459
ENSG00000123124		8		87354967		87490649
ENSG00000136828		9		129677053		129985445
ENSG00000221843		2		27799389		27805588
ENSG00000247121		5		96149731		96271513
ENSG00000189252		X		142596564		142605303
ENSG00000243943		2		27805897		27858041
ENSG00000111912		6		126102307		126252266
ENSG00000120242		9		21409146		21410184
ENSG00000117362		1		150237804		150241980
ENSG00000179542		X		142710596		142723596
ENSG00000146755		7		72726535		72742085
ENSG00000197919		9		21440440		21441315
ENSG00000164308		5		96211643		96255420
ENSG00000184995		9		21480841		21482312
ENSG00000099810		9		21802542		21932738
ENSG00000203924		X		142795055		142804516
ENSG00000172059		2		10182976		10194963
ENSG00000090054		9		94794281		94877666
ENSG00000257315		1		203765437		203769686
ENSG00000182004		1		203830731		203839678
ENSG00000165283		9		35099888		35103154
ENSG00000113719		5		172261278		172379688
ENSG00000184345		3		51895645		51897440
ENSG00000047579		6		15523032		15663289
ENSG00000181444		7		149461271		149470568
ENSG00000143842		1		204042243		204096863
ENSG00000205795		2		10196907		10221071
ENSG00000214681		3		51907737		51909600
ENSG00000233502		2		10223908		10226228
ENSG00000082996		3		149530495		149679926
ENSG00000104613		8		19674651		19709594
ENSG00000173389		3		51928892		51937351
ENSG00000006606		7		75398851		75419214
ENSG00000077800		7		72742167		72772634
ENSG00000122512		7		6012870		6048756
ENSG00000102069		X		142967173		142968355
ENSG00000171848		2		10262455		10271545
ENSG00000172403		4		119809996		119982402
ENSG00000112679		6		292097		351355
ENSG00000180347		7		31553704		31698334
ENSG00000114767		3		51967446		51975957
ENSG00000106178		7		75440983		75452674
ENSG00000118292		1		150240600		150253327
ENSG00000143845		1		204100190		204121307
ENSG00000174564		3		136665072		136729927
ENSG00000187866		9		71394964		71398609
ENSG00000233357		X		13592865		13593185
ENSG00000233535		X		13973512		13982023
ENSG00000212663		X		13998185		14006939
ENSG00000203923		X		144328348		144337632
ENSG00000233247		X		14262325		14263544
ENSG00000147471		8		37620111		37637283
ENSG00000198738		6		86444925		86445786
ENSG00000164331		5		72848160		72861511
ENSG00000168830		6		87647024		87726401
ENSG00000182578		5		149432854		149492935
ENSG00000243317		7		135347244		135378166
ENSG00000091490		4		25749055		25865382
ENSG00000135346		6		87795216		87804824
ENSG00000159208		1		150254953		150259505
ENSG00000164707		7		135365985		135412952
ENSG00000231066		X		14852707		14853442
ENSG00000235929		X		14996081		14996585
ENSG00000178568		2		212240446		213403565
ENSG00000236929		X		15135559		15135890
ENSG00000177058		5		54921673		55069022
ENSG00000005486		7		75471920		75518244
ENSG00000143839		1		204123944		204135465
ENSG00000152620		5		36192694		36242381
ENSG00000148358		9		132815705		132902448
ENSG00000204424		6		31674640		31685581
ENSG00000187145		1		150266289		150281414
ENSG00000172399		4		120056939		120108944
ENSG00000106479		7		149535456		149564568
ENSG00000117360		1		150293925		150325671
ENSG00000170498		1		204159469		204165614
ENSG00000206557		3		32859510		32933771
ENSG00000250641		6		31674681		31685695
ENSG00000165059		9		71627469		71629039
ENSG00000174567		1		204167288		204183220
ENSG00000165060		9		71650175		71715094
ENSG00000243696		3		52847298		52874278
ENSG00000143850		1		204190349		204346793
ENSG00000185985		X		144899350		144907360
ENSG00000183813		3		32993066		32997841
ENSG00000196586		6		76458909		76629254
ENSG00000019549		8		49830249		49834299
ENSG00000255552		6		31679548		31681842
ENSG00000147454		8		23386318		23432976
ENSG00000162496		1		12627939		12677737
ENSG00000178636		4		120113928		120133799
ENSG00000158615		1		204372515		204380919
ENSG00000168875		3		137483579		137484396
ENSG00000171130		7		149570057		149577787
ENSG00000133056		1		204391756		204463852
ENSG00000066405		3		137717577		137752494
ENSG00000244355		6		31683133		31685581
ENSG00000213588		6		33422356		33425325
ENSG00000037241		5		172385732		172396774
ENSG00000076201		3		47422501		47454931
ENSG00000145390		4		120133742		120216672
ENSG00000151014		4		139936943		139966906
ENSG00000151247		4		99792835		99851788
ENSG00000215029		X		101629549		101726732
ENSG00000204518		1		12704566		12727097
ENSG00000268085		8		23412287		23420651
ENSG00000215298		8		23430157		23432974
ENSG00000188984		1		12776118		12788726
ENSG00000167034		8		23536206		23540440
ENSG00000030110		6		33540329		33548019
ENSG00000221870		X		144908928		144911368
ENSG00000102081		X		146993469		147032645
ENSG00000157330		1		12806163		12823847
ENSG00000005238		9		35104109		35115999
ENSG00000116726		1		12834984		12838049
ENSG00000116721		1		12851546		12856777
ENSG00000148337		9		130928343		130966662
ENSG00000204513		1		12884468		12891264
ENSG00000225833		X		15621004		15639607
ENSG00000163125		1		150335567		150449042
ENSG00000237539		X		15664290		15664998
ENSG00000186312		X		15693055		15721847
ENSG00000179172		1		12907261		12908578
ENSG00000030419		2		213864429		214017151
ENSG00000226536		X		15935671		15936754
ENSG00000164338		5		72861268		72877794
ENSG00000238178		X		16171064		16188992
ENSG00000176714		2		27848506		27851879
ENSG00000164649		7		21940518		21985702
ENSG00000170266		3		33038100		33138722
ENSG00000158164		X		101768604		101771712
ENSG00000189320		7		135413096		135433594
ENSG00000228273		7		100547257		100550424
ENSG00000180053		8		23559964		23564111
ENSG00000205277		7		100612904		100662230
ENSG00000198625		1		204485511		204542871
ENSG00000125962		X		101854096		101905073
ENSG00000158163		3		137780832		137834660
ENSG00000188763		7		72848109		72850450
ENSG00000215313		X		16216551		16217412
ENSG00000235071		X		16492465		16493463
ENSG00000230180		X		16821356		16821476
ENSG00000009954		7		72854728		72936608
ENSG00000159167		8		23699428		23712320
ENSG00000248592		3		52867137		52931578
ENSG00000253633		8		103540968		103550896
ENSG00000143374		1		150459887		150480078
ENSG00000204420		6		31686371		31694491
ENSG00000042980		8		24151553		24216531
ENSG00000120952		1		12916941		12921764
ENSG00000243073		1		12939045		12946025
ENSG00000198522		2		27851114		27874375
ENSG00000168333		8		49966870		49988649
ENSG00000187545		1		12952727		12958101
ENSG00000041880		3		51976361		51982883
ENSG00000106341		7		31726329		31748069
ENSG00000204510		1		12976450		12980569
ENSG00000232423		1		12998181		13117751
ENSG00000170382		1		204586298		204654861
ENSG00000137265		6		391739		411447
ENSG00000113732		5		172410760		172462448
ENSG00000144857		3		112929850		113006303
ENSG00000213533		3		52870235		52931612
ENSG00000223498		X		16915774		16916644
ENSG00000214322		X		17117905		17118362
ENSG00000214321		X		17300760		17301216
ENSG00000163531		1		204797779		204991950
ENSG00000235834		X		17546558		17605281
ENSG00000204508		1		13035543		13038381
ENSG00000239810		1		13052394		13052998
ENSG00000229571		1		13216356		13219581
ENSG00000204503		1		13328196		13331692
ENSG00000230020		X		17570470		17575508
ENSG00000226153		X		17723459		17723811
ENSG00000204502		1		13359819		13369057
ENSG00000164024		4		99916771		99983964
ENSG00000155087		8		103563800		103573245
ENSG00000155090		8		103661007		103668130
ENSG00000182330		1		13386646		13390765
ENSG00000127948		7		75528518		75616173
ENSG00000008324		3		42623332		42636606
ENSG00000081051		4		74296855		74321891
ENSG00000066697		9		103189438		103213511
ENSG00000204501		1		13421176		13428191
ENSG00000106263		7		2393721		2420380
ENSG00000106635		7		72950686		72972332
ENSG00000144451		2		214149113		215275225
ENSG00000227873		X		17787125		17787518
ENSG00000225066		X		17951469		17952943
ENSG00000105887		7		135611509		135662101
ENSG00000143369		1		150480538		150486265
ENSG00000225882		X		17988317		18122764
ENSG00000065371		3		123687368		123711025
ENSG00000106526		7		149941005		150020814
ENSG00000250317		4		25863452		25931435
ENSG00000170271		5		154198051		154238812
ENSG00000109381		4		139949266		140098372
ENSG00000235211		X		18359336		18359466
ENSG00000236187		X		18553199		18554240
ENSG00000198722		9		35161999		35405335
ENSG00000169876		7		100663353		100702020
ENSG00000237221		X		18706762		18709723
ENSG00000205111		2		39402787		39456729
ENSG00000112365		6		109783797		109804440
ENSG00000154678		7		31790793		32338941
ENSG00000114857		3		42642106		42690227
ENSG00000196305		9		94972489		95056038
ENSG00000119139		9		71736224		71870124
ENSG00000251349		9		103204553		103339918
ENSG00000196564		X		18856827		18857570
ENSG00000102032		X		153200716		153210232
ENSG00000155096		8		103838585		103906092
ENSG00000104415		8		134203282		134242587
ENSG00000236338		7		135611542		135613214
ENSG00000267697		7		135612022		135612198
ENSG00000224224		X		18883889		18884672
ENSG00000237836		X		18908414		18912615
ENSG00000181072		7		136553416		136705002
ENSG00000176623		8		87480486		87526586
ENSG00000180929		3		51989330		51991509
ENSG00000204495		1		13447414		13452656
ENSG00000090097		3		51991470		52008032
ENSG00000171564		4		155484108		155492238
ENSG00000204491		1		13474689		13477522
ENSG00000143382		1		150521884		150533413
ENSG00000204488		1		13495254		13498260
ENSG00000204486		1		13516066		13526943
ENSG00000157358		1		13641973		13648988
ENSG00000127399		7		150019728		150035239
ENSG00000204481		1		13668269		13673511
ENSG00000204480		1		13694889		13698405
ENSG00000204479		1		13716092		13719089
ENSG00000169045		5		179041179		179061785
ENSG00000175003		6		160542821		160579750
ENSG00000204478		1		13736907		13747803
ENSG00000158301		X		101854440		101973607
ENSG00000164463		5		172483355		172566291
ENSG00000242500		X		19931267		19934282
ENSG00000162494		1		13801445		13840543
ENSG00000163009		2		10281509		10351851
ENSG00000162493		1		13909960		13944452
ENSG00000160145		3		123798870		124440036
ENSG00000118017		3		137842560		137851229
ENSG00000138231		3		137879854		137893791
ENSG00000070087		3		149682691		149768575
ENSG00000225037		X		20158086		20158562
ENSG00000231913		X		21439940		21440412
ENSG00000231771		X		21911718		21920026
ENSG00000224204		X		22180850		22191100
ENSG00000233067		X		22407432		23082236
ENSG00000169871		7		100728720		100735017
ENSG00000197894		4		99992132		100009952
ENSG00000225996		1		150521897		150524367
ENSG00000163935		3		52937588		53080766
ENSG00000203804		1		150533480		150533969
ENSG00000143384		1		150547032		150552066
ENSG00000187808		X		118892576		118894164
ENSG00000198918		X		118920467		118925606
ENSG00000155085		6		109814059		110012420
ENSG00000105894		7		136912088		137028611
ENSG00000106366		7		100770370		100782547
ENSG00000174453		2		215275789		215443683
ENSG00000143420		1		150573327		150602088
ENSG00000168214		4		26165077		26436541
ENSG00000184144		1		205012325		205047627
ENSG00000231846		X		22446249		22512830
ENSG00000116731		1		14026693		14151574
ENSG00000224396		X		22453715		22454935
ENSG00000231011		X		22634861		22635260
ENSG00000125351		X		118967985		118986961
ENSG00000011566		2		39476407		39664453
ENSG00000164096		4		120218207		120225600
ENSG00000157680		7		137073563		137531838
ENSG00000241697		9		103204560		103339918
ENSG00000253206		8		50448945		50466973
ENSG00000147481		8		50822349		51706678
ENSG00000136859		9		129849611		129885162
ENSG00000237019		X		22716574		22787083
ENSG00000113721		5		149493400		149535423
ENSG00000174028		X		23093875		23094884
ENSG00000253327		8		117886663		117889123
ENSG00000205002		8		117950438		117956726
ENSG00000138376		2		215590370		215674428
ENSG00000007944		6		16129356		16148479
ENSG00000164309		5		78985700		79096063
ENSG00000188994		6		87862551		87973914
ENSG00000174529		1		205052258		205053645
ENSG00000117222		1		205055270		205091143
ENSG00000155275		4		8437867		8495258
ENSG00000204188		6		33551515		33556803
ENSG00000143457		1		150618701		150669630
ENSG00000164188		5		36248536		36302216
ENSG00000145384		4		120238405		120243545
ENSG00000113441		5		96271098		96373219
ENSG00000268217		5		72894203		72896845
ENSG00000214944		5		72921983		73237818
ENSG00000198932		X		101906294		101914008
ENSG00000020181		8		37641709		37702414
ENSG00000119760		2		27873679		27886676
ENSG00000198908		X		101975616		102008468
ENSG00000164756		8		117962512		118188953
ENSG00000143452		1		150670536		150693364
ENSG00000115756		2		10443015		10567743
ENSG00000170681		9		103340361		103350188
ENSG00000137198		6		16238811		16295780
ENSG00000264545		9		21802635		22032985
ENSG00000189337		1		14925200		15444539
ENSG00000224854		9		21967137		21967738
ENSG00000147889		9		21967751		21995300
ENSG00000260527		6		126112111		130461627
ENSG00000114098		3		137906109		138017231
ENSG00000133059		1		205111632		205180727
ENSG00000111911		6		126277927		126301387
ENSG00000164411		6		87992696		88038996
ENSG00000148123		9		103790991		104087417
ENSG00000106367		7		100797678		100804877
ENSG00000111850		6		88032306		88052043
ENSG00000112685		6		485133		693117
ENSG00000128564		7		100805790		100808874
ENSG00000144452		2		215796266		216003151
ENSG00000137463		4		140187317		140201492
ENSG00000106638		7		72983990		72993121
ENSG00000106305		7		6048876		6063465
ENSG00000066777		8		68085747		68255912
ENSG00000109390		4		140188034		140223705
ENSG00000188707		7		150026938		150029808
ENSG00000106538		7		150035408		150038763
ENSG00000155269		4		8560452		8621486
ENSG00000125352		X		119004497		119005791
ENSG00000125356		X		119005450		119010625
ENSG00000155508		5		154237113		154256353
ENSG00000133069		1		205197304		205242471
ENSG00000145247		4		48887036		48908954
ENSG00000177034		5		79275584		79287082
ENSG00000163131		1		150702551		150738433
ENSG00000175445		8		19759228		19824769
ENSG00000214022		7		150065278		150071133
ENSG00000167011		7		100813774		100823557
ENSG00000163545		1		205271187		205290883
ENSG00000206530		3		113005777		113160457
ENSG00000102128		X		102192200		102193228
ENSG00000094841		X		74493920		74524435
ENSG00000133169		X		102317579		102319168
ENSG00000228610		X		23216456		23216807
ENSG00000162873		1		205305220		205326166
ENSG00000143387		1		150768684		150780799
ENSG00000147206		X		102330738		102348157
ENSG00000152670		5		55033845		55112985
ENSG00000164758		8		118532952		118552501
ENSG00000124788		6		16299343		16761722
ENSG00000113296		5		79287134		79379110
ENSG00000112499		6		160592093		160698670
ENSG00000138735		4		120415550		120550146
ENSG00000186007		1		205350506		205425082
ENSG00000186471		X		119029800		119054679
ENSG00000203872		6		88054571		88075181
ENSG00000147883		9		22002902		22009362
ENSG00000145491		5		10441636		10472141
ENSG00000143437		1		150782181		150849244
ENSG00000109625		4		8594387		8621488
ENSG00000109182		4		48988264		49064098
ENSG00000171729		1		15479028		15546976
ENSG00000135241		7		108110866		108210110
ENSG00000066651		6		126307576		126360937
ENSG00000117266		1		205473723		205501921
ENSG00000138663		4		83955600		83996971
ENSG00000268175		3		149689066		149690535
ENSG00000196428		3		150126122		150177903
ENSG00000203871		6		88106840		88109467
ENSG00000204464		1		15490840		15497813
ENSG00000164134		4		140222609		140341187
ENSG00000213204		6		88117701		88221352
ENSG00000142621		1		15573768		15726858
ENSG00000096433		6		33588522		33664351
ENSG00000269295		9		71869331		71869642
ENSG00000101882		X		119059014		119077735
ENSG00000163933		3		53122499		53164478
ENSG00000226774		X		23369130		23369567
ENSG00000233785		X		23791109		23801073
ENSG00000163798		2		27886338		27917840
ENSG00000086232		7		6061881		6098861
ENSG00000079215		5		36606457		36688436
ENSG00000115758		2		10580094		10588630
ENSG00000238103		X		23854761		23855459
ENSG00000240556		X		24091379		24095525
ENSG00000234230		X		24164342		24167771
ENSG00000223611		X		24328979		24331432
ENSG00000223731		X		24380878		24383541
ENSG00000225071		X		24447690		24448037
ENSG00000214124		X		24531567		24531804
ENSG00000198099		4		100044808		100078949
ENSG00000135063		9		71939488		72007371
